,id,gender,own_car,own_house,income,income_type,education,family_status,housing_type,occupation_type,count_fam_mem,years_employed,age,total_due_months,status
35616,5100300,F,N,Y,276750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,55.0,42,1
35625,5100301,M,Y,Y,276750.0,Working,Secondary education,Single / not married,Own House,Laborers,1,4.5,34.7,25,1
35633,5100302,M,N,Y,135000.0,Working,Secondary education,Single / not married,Own House,Low-skill Laborers,2,2.7,38.3,5,0
35641,5100303,F,Y,N,225000.0,Commercial associate,Secondary education,Married,Own House,Accountants,2,3.8,41.2,19,1
35648,5100304,F,Y,Y,90000.0,Commercial associate,Secondary education,Married,Own House,Sales staff,2,8.8,46.4,47,1
35650,5100305,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Laborers,3,6.9,27.8,12,1
35658,5100306,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,4,2.3,37.1,19,1
35659,5100307,M,Y,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Managers,4,9.5,29.7,34,1
35671,5100308,M,Y,N,276750.0,Working,Secondary education,Married,Own House,Low-skill Laborers,3,2.9,38.5,21,1
35680,5100313,F,Y,Y,139500.0,Commercial associate,Higher education,Married,Own House,High skill tech staff,2,5.9,42.4,54,1
35681,5100314,F,Y,Y,139500.0,Commercial associate,Higher education,Married,Own House,High skill tech staff,2,5.9,42.4,24,1
35682,5100315,F,Y,Y,139500.0,Commercial associate,Higher education,Married,Own House,High skill tech staff,2,5.9,42.4,16,0
35683,5100317,F,Y,Y,139500.0,Commercial associate,Higher education,Married,Own House,High skill tech staff,2,5.9,42.4,34,1
35695,5100318,F,N,Y,166500.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,58.1,5,0
35696,5100319,F,N,Y,270000.0,Working,Higher education,Married,Own House,Accountants,2,1.0,35.3,13,1
35697,5100320,F,N,Y,270000.0,Working,Higher education,Married,Own House,Accountants,2,1.0,35.3,21,1
35699,5100321,F,Y,Y,112500.0,Working,Higher education,Married,Own House,Laborers,3,8.0,27.5,3,1
35706,5100322,F,N,Y,135000.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,3,4.7,46.1,2,1
35707,5100323,F,N,Y,135000.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,3,4.7,46.1,12,0
35719,5100324,M,N,Y,112500.0,Working,Secondary education,Married,Own House,Laborers,3,4.1,36.1,16,1
35720,5100325,F,Y,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.9,39,1
35725,5100326,M,Y,Y,225000.0,Working,Secondary education,Married,Own House,Laborers,4,0.9,37.3,18,0
35727,5100329,F,N,Y,117000.0,Working,Secondary education,Married,Own House,Sales staff,3,1.3,45.3,31,1
35729,5100331,F,N,Y,112500.0,Working,Secondary education,Single / not married,Own House,Sales staff,1,0.5,26.7,21,1
35731,5100332,F,N,Y,180000.0,Working,Secondary education,Married,Own House,Laborers,2,7.4,40.4,16,1
35749,5100333,F,Y,Y,180000.0,Commercial associate,Secondary education,Married,Own House,Accountants,2,8.5,28.9,27,1
35755,5100334,F,N,Y,247500.0,Commercial associate,Secondary education,Married,Own House,Medicine staff,2,12.35,63.2,48,0
35760,5100338,F,Y,Y,90000.0,Commercial associate,Higher education,Single / not married,Own House,Sales staff,1,0.8,48.5,5,0
35763,5100339,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,66.1,41,1
35770,5100342,F,Y,N,135000.0,Commercial associate,Secondary education,Married,Own House,Managers,3,1.2,27.7,49,1
35771,5100343,F,Y,N,135000.0,Commercial associate,Secondary education,Married,Own House,Managers,3,1.2,27.7,3,0
35773,5100345,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Laborers,2,0.3,29.5,41,1
35774,5100346,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Laborers,2,0.3,29.5,21,1
35775,5100347,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Laborers,2,0.3,29.5,5,0
35783,5100349,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,48,1
35784,5117385,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,24,0
35785,5117386,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,48,1
35786,5117388,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,18,1
35787,5117389,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,48,1
35788,5117390,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,48,1
35789,5117391,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,38,1
35790,5117392,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,48,1
35791,5117393,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,32,1
35792,5117394,F,N,N,135000.0,Commercial associate,Higher education,Single / not married,Own House,Accountants,1,0.9,48.3,45,1
35793,5100351,F,N,N,78750.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.6,33.2,5,1
35794,5118175,F,N,N,78750.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.6,33.2,14,0
35795,5118176,F,N,N,78750.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.6,33.2,5,1
35796,5118177,F,N,N,78750.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.6,33.2,10,0
35797,5118178,F,N,N,78750.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.6,33.2,5,0
35798,5100352,M,N,N,180000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,52.9,46,1
35799,5118188,M,N,N,180000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,52.9,46,1
35800,5118189,M,N,N,180000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,52.9,5,1
35801,5118190,M,N,N,180000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,52.9,46,1
35802,5118191,M,N,N,180000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,52.9,45,1
35803,5100355,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,10,1
35804,5100356,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,30,1
35805,5100357,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,5,0
35806,5100358,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,8,0
35807,5118199,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,24,0
35808,5118200,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,10,0
35809,5118201,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,37,1
35810,5118202,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,31,1
35811,5118203,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,34,1
35812,5118204,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,33,1
35813,5118205,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,5,0
35814,5118206,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,5,0
35815,5118207,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,5,0
35816,5118208,F,N,N,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,3,0.0,27.0,1,0
35817,5100359,M,Y,N,180000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,9.8,32.1,5,0
35818,5118214,M,Y,N,180000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,9.8,32.1,5,0
35819,5118215,M,Y,N,180000.0,Commercial associate,Higher education,Married,Own House,Laborers,2,9.8,32.1,11,0
35820,5100360,M,Y,N,270000.0,Working,Secondary education,Civil marriage,Own House,Drivers,2,1.8,41.9,23,0
35821,5118219,M,Y,N,270000.0,Working,Secondary education,Civil marriage,Own House,Drivers,2,1.8,41.9,23,0
35822,5118220,M,Y,N,270000.0,Working,Secondary education,Civil marriage,Own House,Drivers,2,1.8,41.9,23,0
35823,5118221,M,Y,N,270000.0,Working,Secondary education,Civil marriage,Own House,Drivers,2,1.8,41.9,28,0
35824,5118222,M,Y,N,270000.0,Working,Secondary education,Civil marriage,Own House,Drivers,2,1.8,41.9,23,0
35825,5100361,M,N,Y,108000.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,5.4,36.6,14,1
35830,5100362,F,N,Y,112500.0,Commercial associate,Higher education,Separated,Own House,Laborers,1,0.4,39.4,14,0
35835,5100363,F,N,Y,175500.0,Working,Secondary education,Civil marriage,Municipal apartment,High skill tech staff,4,12.35,44.0,5,1
35843,5100364,F,N,Y,225000.0,Working,Secondary education,Married,Own House,Laborers,2,6.4,51.0,21,1
35844,5100372,F,N,Y,225000.0,Working,Secondary education,Married,Own House,Laborers,2,6.4,51.0,42,1
35852,5100366,M,Y,Y,276750.0,Working,Secondary education,Civil marriage,Own House,Drivers,3,2.7,34.3,39,1
35857,5100367,F,N,Y,72000.0,Working,Secondary education,Civil marriage,Municipal apartment,Low-skill Laborers,3,6.2,54.3,12,0
35861,5100368,F,N,N,72000.0,Working,Secondary education,Married,Own House,Medicine staff,3,7.1,29.4,33,0
35867,5100369,M,Y,N,112500.0,Working,Higher education,Married,Own House,Laborers,3,4.3,41.2,5,0
35871,5100373,F,N,Y,180000.0,Commercial associate,Secondary education,Married,Own House,Core staff,4,10.8,35.2,24,0
35877,5100374,F,N,Y,126000.0,Working,Higher education,Married,Own House,High skill tech staff,2,1.3,48.9,16,1
35881,5100375,M,Y,Y,202500.0,Commercial associate,Higher education,Single / not married,Own House,Laborers,1,6.5,28.0,4,1
35884,5100376,F,Y,Y,270000.0,State servant,Higher education,Married,Own House,Core staff,2,2.3,37.9,4,1
35889,5100378,M,Y,N,216000.0,Working,Secondary education,Married,Own House,Drivers,2,4.4,63.2,40,1
35892,5100380,F,N,Y,90000.0,Working,Secondary education,Separated,Own House,High skill tech staff,2,0.7,47.9,5,0
35896,5100382,F,Y,Y,112500.0,Working,Higher education,Married,Own House,Accountants,4,11.2,30.6,26,1
35903,5100383,F,N,Y,90000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,58.4,4,0
35904,5100384,F,N,Y,90000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,58.4,45,1
35928,5100385,M,Y,Y,202500.0,Working,Secondary education,Married,Own House,Laborers,2,5.5,54.9,19,1
35942,5100387,F,N,Y,157500.0,Pensioner,Secondary education,Widow,Own House,Unemployed,1,0.0,62.8,23,0
35945,5100389,F,N,Y,90000.0,Working,Higher education,Married,Own House,Core staff,3,2.0,24.9,11,0
35947,5100390,F,N,Y,112500.0,State servant,Secondary education,Separated,Own House,High skill tech staff,1,12.35,36.6,19,1
35953,5100391,F,Y,N,135000.0,State servant,Higher education,Married,Own House,Others,2,7.8,41.7,5,0
35959,5100392,F,N,Y,121500.0,Working,Secondary education,Widow,Own House,Low-skill Laborers,1,9.8,66.1,17,0
35960,5100393,F,N,Y,121500.0,Working,Secondary education,Widow,Own House,Low-skill Laborers,1,9.8,66.1,2,0
35968,5100394,M,N,Y,276750.0,Commercial associate,Secondary education,Married,Own House,Core staff,3,10.7,33.7,24,0
35974,5100395,M,Y,N,270000.0,Commercial associate,Secondary education,Married,Office apartment,Managers,3,12.35,45.2,5,1
35989,5100402,F,N,Y,108000.0,Working,Secondary education,Widow,Own House,Laborers,1,3.8,49.7,10,0
35991,5100403,M,Y,Y,135000.0,Working,Secondary education,Married,Own House,Drivers,3,1.9,46.5,38,1
35995,5100404,F,N,Y,67500.0,Working,Secondary education,Married,Own House,Others,3,12.35,49.7,3,0
36007,5100405,F,N,Y,157500.0,Commercial associate,Higher education,Married,Own House,Core staff,2,3.5,27.8,24,0
36010,5100406,F,N,Y,135000.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.1,49.0,24,1
36011,5100407,F,N,Y,135000.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,5.1,49.0,5,1
36023,5100408,M,N,Y,180000.0,Commercial associate,Higher education,Married,Own House,Others,2,0.3,36.4,4,0
36026,5100409,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Secretaries,3,5.2,31.0,35,1
36029,5100411,F,Y,Y,135000.0,Working,Secondary education,Married,Own House,Accountants,2,10.5,36.3,2,0
36032,5100412,M,N,N,276750.0,Working,Secondary education,Single / not married,Rented apartment,Drivers,1,1.9,32.8,1,0
36034,5100413,F,N,Y,157500.0,Working,Secondary education,Married,Own House,High skill tech staff,3,8.8,43.6,35,1
36041,5100414,F,N,N,157500.0,Working,Secondary education,Civil marriage,Municipal apartment,Sales staff,2,7.3,30.8,13,1
36046,5100415,F,N,N,135000.0,Working,Secondary education,Married,Municipal apartment,Laborers,3,12.3,39.6,14,0
36048,5100416,M,N,Y,225000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,33.0,5,1
36049,5100417,M,N,Y,225000.0,Working,Secondary education,Married,Own House,Laborers,2,12.35,33.0,27,1
36053,5100421,F,Y,Y,90000.0,Working,Secondary education,Married,Own House,Laborers,2,0.8,48.3,29,1
36054,5100422,F,N,N,144000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,58.9,29,1
36055,5100423,F,N,N,144000.0,Pensioner,Secondary education,Separated,Own House,Unemployed,1,0.0,58.9,5,0
36060,5100424,M,Y,Y,225000.0,Commercial associate,Higher education,Married,Own House,Drivers,2,2.7,53.5,16,0
36064,5100425,M,N,Y,135000.0,Working,Secondary education,Single / not married,Own House,Drivers,1,1.7,46.6,11,0
36066,5100426,F,N,Y,90000.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.8,41,1
36069,5100427,F,N,Y,202500.0,Working,Higher education,Married,Own House,Sales staff,3,3.0,29.4,42,0
36070,5100428,F,N,Y,202500.0,Working,Higher education,Married,Own House,Sales staff,3,3.0,29.4,41,0
36074,5100432,M,Y,Y,225000.0,Working,Secondary education,Married,Own House,Core staff,3,6.9,39.3,38,1
36075,5100433,M,Y,Y,225000.0,Working,Secondary education,Married,Own House,Core staff,3,6.9,39.3,28,0
36078,5100434,F,N,Y,90000.0,Working,Secondary education,Separated,Own House,Sales staff,1,1.8,40.2,60,1
36081,5100435,M,Y,Y,276750.0,Commercial associate,Higher education,Married,Own House,Managers,4,1.2,35.7,26,1
36090,5100436,F,N,N,112500.0,Commercial associate,Secondary education,Married,Own House,Others,5,3.8,35.7,53,1
36091,5100437,F,N,N,112500.0,Commercial associate,Secondary education,Married,Own House,Others,5,3.8,35.7,42,1
36094,5100438,M,Y,Y,270000.0,Working,Secondary education,Married,Own House,Drivers,4,0.3,40.8,29,1
36099,5100439,F,Y,Y,225000.0,Working,Higher education,Married,Own House,Others,2,0.3,47.1,10,0
36107,5100440,F,N,N,193500.0,Pensioner,Higher education,Widow,Own House,Unemployed,1,0.0,60.3,48,1
36112,5100441,M,Y,Y,112500.0,Working,Secondary education,Married,Own House,Laborers,2,0.8,44.5,5,0
36113,5100443,M,N,Y,157500.0,Commercial associate,Secondary education,Single / not married,Own House,Laborers,1,8.3,32.3,21,1
36122,5100444,M,Y,Y,276750.0,Working,Secondary education,Civil marriage,Own House,Drivers,3,2.3,40.2,3,0
36131,5100446,F,N,N,153000.0,Working,Secondary education,Married,Own House,Sales staff,3,4.9,26.3,5,1
36140,5100447,M,N,N,180000.0,Commercial associate,Secondary education,Single / not married,Own House,Core staff,1,8.5,28.2,39,1
36141,5100448,M,N,N,180000.0,Commercial associate,Secondary education,Single / not married,Own House,Core staff,1,8.5,28.2,40,1
36145,5100449,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Others,3,4.8,43.0,34,1
36146,5100450,F,N,Y,135000.0,Working,Secondary education,Married,Own House,Others,3,4.8,43.0,5,0
36154,5100451,F,N,N,81000.0,Working,Secondary education,Married,Own House,Laborers,3,8.4,37.4,12,0
36155,5100452,F,N,N,81000.0,Working,Secondary education,Married,Own House,Laborers,3,8.4,37.4,24,1
36161,5100453,F,Y,Y,157500.0,Commercial associate,Higher education,Married,Own House,Others,2,4.8,27.6,30,1
36169,5100454,F,Y,Y,189000.0,Commercial associate,Secondary education,Married,Own House,Sales staff,3,3.3,28.5,30,1
36175,5100457,F,N,Y,168750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,60.7,23,0
36184,5100458,F,N,Y,270000.0,Working,Secondary education,Married,Own House,Medicine staff,4,7.2,40.8,36,1
36185,5100459,F,N,Y,270000.0,Working,Secondary education,Married,Own House,Medicine staff,4,7.2,40.8,35,1
36193,5100461,M,Y,Y,202500.0,Commercial associate,Secondary education,Civil marriage,Own House,High skill tech staff,3,6.8,34.0,28,1
36196,5100462,F,N,Y,157500.0,Commercial associate,Secondary education,Married,Own House,Low-skill Laborers,2,4.1,50.3,12,0
36201,5100463,F,Y,Y,180000.0,Working,Secondary education,Married,Own House,High skill tech staff,5,10.4,37.4,8,0
36208,5100464,M,Y,Y,276750.0,Working,Higher education,Married,Own House,Laborers,3,1.5,47.4,38,0
36210,5100465,F,N,Y,72000.0,State servant,Secondary education,Civil marriage,Own House,Laborers,2,0.5,50.5,5,1
36212,5104846,F,N,Y,112500.0,Commercial associate,Higher education,Civil marriage,Own House,Core staff,2,0.5,26.6,2,0
36213,5104847,F,N,Y,112500.0,Commercial associate,Higher education,Civil marriage,Own House,Core staff,2,0.5,26.6,3,0
36214,5104848,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,17,0
36215,5104849,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,17,0
36216,5104850,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,17,0
36217,5104851,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,17,0
36218,5104852,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,14,0
36219,5104853,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,17,0
36220,5104854,F,Y,Y,103500.0,Working,Secondary education,Married,Own House,Accountants,4,4.4,32.4,29,0
36221,5104856,F,N,Y,117000.0,Working,Secondary education,Separated,Own House,Low-skill Laborers,3,0.9,28.5,5,0
36222,5104857,F,N,Y,117000.0,Working,Secondary education,Separated,Own House,Low-skill Laborers,3,0.9,28.5,5,0
36223,5104858,F,N,Y,117000.0,Working,Secondary education,Separated,Own House,Low-skill Laborers,3,0.9,28.5,5,1
36224,5104859,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,41,0
36225,5104860,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,24,0
36226,5104862,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,55,1
36227,5104864,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,2,0
36228,5104865,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,2,0
36229,5104866,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,2,0
36230,5104868,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,28,0
36231,5104870,F,N,Y,112500.0,Working,Higher education,Married,Own House,Accountants,2,11.0,33.2,24,1
36232,5104871,M,N,Y,270000.0,Commercial associate,Higher education,Single / not married,Own House,Others,1,0.4,26.8,5,0
36233,5104872,M,Y,Y,103500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,23,1
36234,5104873,M,Y,Y,103500.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,62.4,5,0
36235,5104874,F,N,Y,157500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,59.7,14,1
36236,5104875,F,N,Y,157500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,59.7,18,1
36237,5104876,F,N,Y,157500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,59.7,23,1
36238,5104877,F,N,Y,157500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,59.7,24,1
36239,5104878,F,N,Y,157500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,59.7,2,1
36240,5104879,F,N,Y,157500.0,Pensioner,Secondary education,Civil marriage,Own House,Unemployed,2,0.0,59.7,19,1
36241,5104880,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,2,1.7,56.7,31,1
36242,5104881,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,2,1.7,56.7,39,1
36243,5104882,F,Y,Y,276750.0,Working,Higher education,Married,Own House,Managers,2,1.7,56.7,34,1
36245,5104884,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,4,0
36246,5104885,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,4,0
36247,5104886,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,23,1
36248,5104887,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,17,1
36249,5104888,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,4,0
36250,5104889,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,4,1
36251,5104890,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,4,0
36252,5104891,M,Y,Y,225000.0,Working,Higher education,Married,Own House,Laborers,2,4.6,29.4,4,0
36254,5104892,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Realty agents,2,6.9,48.3,10,0
36255,5104893,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Realty agents,2,6.9,48.3,22,1
36256,5104894,F,N,Y,276750.0,Commercial associate,Higher education,Married,Own House,Realty agents,2,6.9,48.3,25,1
36257,5104896,M,Y,Y,121500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,0.4,43.3,16,0
36258,5104897,M,Y,Y,121500.0,Commercial associate,Secondary education,Married,Own House,Laborers,2,0.4,43.3,17,1
36259,5104901,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,41,1
36260,5104904,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,5,0
36261,5104905,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,50,1
36262,5104906,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,61,1
36263,5104907,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,5,1
36264,5104908,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,37,0
36265,5104910,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,1,1
36266,5104911,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,37,1
36267,5104912,F,Y,Y,276750.0,State servant,Secondary education,Married,Own House,Others,2,12.35,51.7,5,0
36270,5104913,M,Y,N,121500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,9.6,30.0,50,1
36271,5104914,M,Y,N,121500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,9.6,30.0,10,0
36272,5104915,M,Y,N,121500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,9.6,30.0,10,0
36273,5104916,M,Y,Y,166500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,1.5,27.2,4,1
36274,5104917,M,Y,Y,166500.0,Working,Secondary education,Single / not married,Own House,Laborers,1,1.5,27.2,4,1
36275,5104919,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.0,46.7,2,1
36276,5104920,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.0,46.7,2,1
36277,5104921,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.0,46.7,2,0
36278,5104922,M,Y,Y,90000.0,Working,Secondary education,Married,Own House,Low-skill Laborers,2,5.0,46.7,30,1
36280,5104925,M,Y,Y,276750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.9,28,1
36281,5104927,M,Y,Y,276750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.9,39,1
36282,5104928,M,Y,Y,276750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.9,40,1
36283,5104929,M,Y,Y,276750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.9,28,1
36284,5104930,M,Y,Y,276750.0,Pensioner,Secondary education,Married,Own House,Unemployed,2,0.0,57.9,28,1
36285,5104931,F,N,N,67500.0,Working,Secondary education,Married,Municipal apartment,Others,2,7.6,45.4,41,1
36288,5104933,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,4.6,40.5,41,1
36289,5104935,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,4.6,40.5,28,1
36290,5104936,F,N,Y,112500.0,Working,Secondary education,Married,Own House,Others,2,4.6,40.5,5,0
36291,5104940,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,37,0
36292,5104941,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,48,1
36293,5104942,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,37,1
36294,5104943,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,5,0
36295,5104944,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,43,1
36296,5104945,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,48,1
36297,5104946,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,32,1
36298,5104947,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,43,0
36299,5104948,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,32,1
36300,5104949,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,5,1
36301,5104950,F,N,Y,67500.0,Commercial associate,Secondary education,Married,Own House,Sales staff,5,1.1,45.7,5,0
36302,5104951,M,Y,Y,225000.0,Commercial associate,Secondary education,Married,Own House,Drivers,3,5.3,37.7,45,0
36303,5104952,M,Y,Y,225000.0,Commercial associate,Secondary education,Married,Own House,Drivers,3,5.3,37.7,18,0
36304,5104953,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,21,1
36305,5104954,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,21,0
36306,5104955,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,21,1
36307,5104956,M,Y,Y,180000.0,Working,Secondary education,Married,Own House,Drivers,2,6.6,59.4,21,1
